Training Start Time: 13:02:49 PM Sunday 2020-08-16
Epoch 0: acc_top_1: 0.0031  loss: 2.4192  val_acc_top_1: 0.0088  val_loss: 2.4672  overtrain_top_1: 0.0057  
Epoch 1: acc_top_1: 0.1508  loss: 2.0203  val_acc_top_1: 0.3040  val_loss: 1.3107  overtrain_top_1: 0.1532  
Epoch 2: acc_top_1: 0.5231  loss: 0.6276  lr: 0.1000  val_acc_top_1: 0.2938  val_loss: 1.4433  overtrain_top_1: 0.2292  
Epoch 3: acc_top_1: 0.5415  loss: 0.5874  lr: 0.1000  val_acc_top_1: 0.1398  val_loss: 4.3741  overtrain_top_1: 0.4017  
Epoch 4: acc_top_1: 0.2985  loss: 1.7668  lr: 0.1000  val_acc_top_1: 0.0154  val_loss: 33040432.0000  overtrain_top_1: 0.2831  
Epoch 5: acc_top_1: 0.0185  loss: 2.9402  lr: 0.1000  val_acc_top_1: 0.0152  val_loss: 175.8836  overtrain_top_1: 0.0032  
Epoch 6: acc_top_1: 0.0308  loss: 4.0064  lr: 0.1000  val_acc_top_1: 0.0162  val_loss: 116.2792  overtrain_top_1: 0.0146  
Epoch 7: acc_top_1: 0.0277  loss: 5.7836  lr: 0.1000  val_acc_top_1: 0.0220  val_loss: 317.6827  overtrain_top_1: 0.0057  
Epoch 8: acc_top_1: 0.0215  loss: 7.1912  lr: 0.1000  val_acc_top_1: 0.0174  val_loss: 17.2422  overtrain_top_1: 0.0042  
Epoch 9: acc_top_1: 0.0277  loss: 8.1321  lr: 0.1000  val_acc_top_1: 0.0195  val_loss: 13.7160  overtrain_top_1: 0.0082  
Epoch 10: acc_top_1: 0.0338  loss: 8.4002  lr: 0.1000  val_acc_top_1: 0.0169  val_loss: 36.7675  overtrain_top_1: 0.0169  
Epoch 11: acc_top_1: 0.0123  loss: 9.8048  lr: 0.1000  val_acc_top_1: 0.0152  val_loss: 7.4113  overtrain_top_1: 0.0029  
Epoch 12: acc_top_1: 0.0092  loss: 11.6215  lr: 0.1000  val_acc_top_1: 0.0163  val_loss: 16.2165  overtrain_top_1: 0.0071  
Epoch 13: acc_top_1: 0.0092  loss: 14.5560  lr: 0.1000  val_acc_top_1: 0.0160  val_loss: 16.3857  overtrain_top_1: 0.0068  
Epoch 14: acc_top_1: 0.0123  loss: 18.7392  lr: 0.1000  val_acc_top_1: 0.1311  val_loss: 10.2368  overtrain_top_1: 0.1188  
Epoch 15: acc_top_1: 0.0308  loss: 20.0797  lr: 0.1000  val_acc_top_1: 0.0206  val_loss: 16.1287  overtrain_top_1: 0.0102  
Epoch 16: acc_top_1: 0.0062  loss: 25.1288  lr: 0.1000  val_acc_top_1: 0.2346  val_loss: 24.0031  overtrain_top_1: 0.2285  
Epoch 17: acc_top_1: 0.0431  loss: 29.7401  lr: 0.1000  val_acc_top_1: 0.0251  val_loss: 58.9707  overtrain_top_1: 0.0180  
Epoch 18: acc_top_1: 0.0185  loss: 33.7714  lr: 0.1000  val_acc_top_1: 0.0212  val_loss: 45.3705  overtrain_top_1: 0.0028  
Epoch 19: acc_top_1: 0.0185  loss: 38.2424  lr: 0.1000  val_acc_top_1: 0.0174  val_loss: 11.9860  overtrain_top_1: 0.0011  
Epoch 20: acc_top_1: 0.0215  loss: 38.1704  lr: 0.1000  val_acc_top_1: 0.0231  val_loss: 176.4408  overtrain_top_1: 0.0015  
